Unnamed: 0,name,original_style,brewery,abv,ave rating,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,state,country,retired,style,milk,old,dark,wild,pale,red,imperial
180,Magnumus Ete Tomahawkus Esb³,Bitter Strong - English,Rock Art Brewery,8.0,3.81,20,40,26,60,22,102,47,45,0,43,134,12,62,VT,US,f,Bitter,0,0,0,0,0,0,0
181,The Wise Esb,Bitter Strong - English,Elysian Brewing Company,5.9,3.89,20,40,24,63,10,105,74,34,1,37,140,12,126,WA,US,f,Bitter,0,0,0,0,0,0,0
182,Red Rack Ale,Bitter Strong - English,Woodstock Inn Brewery,5.5,3.41,20,40,20,56,12,52,75,38,0,27,66,3,109,NH,US,f,Bitter,0,0,0,0,0,0,0
184,Bachelor Esb,Bitter Strong - English,Deschutes Brewery,5.3,3.9,20,40,20,46,8,73,27,20,0,16,97,7,85,OR,US,f,Bitter,0,0,0,0,0,0,0
185,14* Esb,Bitter Strong - English,Bent Paddle Brewing Co.,5.6,3.92,20,40,15,33,11,49,51,32,0,34,85,18,93,MN,US,f,Bitter,0,0,0,0,0,0,0
186,Minaret Extra Special Bitter,Bitter Strong - English,Cigar City Brewing,6.0,3.79,20,40,9,46,4,57,37,28,0,25,66,11,67,FL,US,f,Bitter,0,0,0,0,0,0,0
191,Wooly,Bitter Strong - English,Magic Hat Brewing Company,4.5,3.2,20,40,32,38,8,46,31,52,1,48,139,7,50,VT,US,f,Bitter,0,0,0,0,0,0,0
193,Public Ale,Bitter Strong - English,Community Beer Company,5.5,3.73,20,40,7,44,14,39,68,36,2,33,60,8,96,TX,US,f,Bitter,0,0,0,0,0,0,0
194,Steel Wheels Esb,Bitter Strong - English,Blue Mountain Brewery,6.5,3.82,20,40,23,40,21,58,96,33,0,42,74,13,106,VA,US,f,Bitter,0,0,0,0,0,0,0
195,Batemans Xxxb,Bitter Strong - English,George Bateman & Son / Batemans Brewery,4.8,3.88,20,40,18,62,10,62,95,36,0,42,76,14,94,GB2,GB,f,Bitter,0,0,0,0,0,0,0
196,Xx Bitch Creek,Bitter Strong - English,Grand Teton Brewing Co.,7.5,4.01,20,40,11,89,27,111,86,32,0,40,115,13,169,ID,US,f,Bitter,0,0,0,0,0,0,0
197,Adnams Ssb (Suffolk Special Bitter),Bitter Strong - English,"Adnams plc, Sole Bay Brewery",4.5,3.89,20,40,16,46,18,65,52,33,0,25,69,6,72,GB2,GB,f,Bitter,0,0,0,0,0,0,0
198,Naughty Hildegard Esb,Bitter Strong - English,Driftwood Brewery,6.5,4.25,20,40,9,48,11,97,55,49,0,65,129,6,89,BC,CA,f,Bitter,0,0,0,0,0,0,0
199,Jack The Sipper,Bitter Strong - English,Southern Prohibition Brewing,5.0,3.78,20,40,13,26,8,49,54,19,0,29,62,8,83,MS,US,f,Bitter,0,0,0,0,0,0,0
200,Honker'S Ale,Bitter - English,Goose Island Beer Co.,4.3,3.67,20,35,14,35,3,53,66,28,1,32,58,1,79,IL,US,f,Bitter,0,0,0,0,0,0,0
201,Fuller'S London Pride,Bitter - English,Fuller Smith & Turner PLC,4.7,3.94,20,35,21,49,9,58,67,32,0,33,101,6,108,GB2,GB,f,Bitter,0,0,0,0,0,0,0
202,Bluebird Bitter,Bitter - English,Coniston Brewing Co. Ltd,4.2,3.88,20,35,29,43,15,62,52,47,2,38,101,23,81,GB2,GB,f,Bitter,0,0,0,0,0,0,0
204,Younger'S Special Bitter,Bitter - English,Rogue Ales,4.8,3.95,20,35,20,69,14,74,44,24,0,20,84,13,89,OR,US,f,Bitter,0,0,0,0,0,0,0
205,Newcastle Summer Ale,Bitter - English,Heineken Nederland B.V.,4.4,2.98,20,35,20,40,6,58,35,30,0,25,80,3,79,,NL,f,Bitter,0,0,0,0,0,0,0
207,Ruddles County,Bitter - English,Greene King / Morland Brewery,4.7,3.78,20,35,15,60,9,65,49,20,0,24,93,14,97,GB2,GB,f,Bitter,0,0,0,0,0,0,0
208,Foster'S Special Bitter,Bitter - English,Foster's Group Limited,5.0,2.85,20,35,20,39,8,37,31,30,1,19,43,2,56,,AU,f,Bitter,0,0,0,0,0,0,0
209,Uncle Teddy'S Bitter,Bitter - English,Victory Brewing Company - Downingtown,4.0,4.02,20,35,12,83,5,58,44,24,1,25,85,32,88,PA,US,f,Bitter,0,0,0,0,0,0,0
210,Doom Bar,Bitter - English,Sharp's Brewery,4.3,3.47,20,35,8,50,2,45,36,10,1,8,49,23,64,GB2,GB,f,Bitter,0,0,0,0,0,0,0
211,Long Haul Session Ale,Bitter - English,Two Brothers Brewing Company,4.2,3.6,20,35,17,40,6,54,48,35,0,23,65,17,88,IL,US,f,Bitter,0,0,0,0,0,0,0
213,Old Golden Hen,Bitter - English,Greene King / Morland Brewery,4.1,3.47,20,35,14,41,6,67,48,44,3,72,85,11,69,GB2,GB,f,Bitter,0,0,0,0,0,0,0
214,Hopback Summer Lightning,Bitter - English,Hop Back Brewery plc,5.0,3.66,20,35,37,35,3,66,18,26,0,18,85,9,36,GB2,GB,f,Bitter,0,0,0,0,0,0,0
215,Belhaven Best,Bitter - English,Belhaven Brewery Company Ltd.,3.5,3.31,20,35,7,73,14,33,63,17,2,18,49,4,99,GB6,GB,f,Bitter,0,0,0,0,0,0,0
216,Adnams Southwold Bitter,Bitter - English,"Adnams plc, Sole Bay Brewery",4.1,3.63,20,35,18,49,15,94,97,49,2,55,127,9,85,GB2,GB,f,Bitter,0,0,0,0,0,0,0
217,Geary'S Winter Ale,Bitter - English,D.L. Geary Brewing Company,6.0,3.46,20,35,9,59,20,37,60,13,0,18,45,19,80,ME,US,f,Bitter,0,0,0,0,0,0,0
218,Brakspear Bitter,Bitter - English,W.H. Brakspear & Sons plc,3.4,3.77,20,35,18,52,5,73,34,19,0,17,85,11,74,GB2,GB,f,Bitter,0,0,0,0,0,0,0
219,Goliath,Bitter - English,Wychwood Brewery Company Ltd,4.2,3.46,20,35,12,41,19,49,47,27,0,24,77,9,74,GB2,GB,f,Bitter,0,0,0,0,0,0,0
220,Mcnellie'S Pub Ale,Bitter - English,Marshall Brewing Company,5.0,3.73,20,35,27,50,7,58,62,34,3,30,96,8,116,OK,US,f,Bitter,0,0,0,0,0,0,0
225,Op & Top,Bitter - English,Brouwerij De Molen,4.5,3.76,20,35,19,38,8,70,55,72,0,81,112,7,55,,NL,f,Bitter,0,0,0,0,0,0,0
226,Tetley'S Smoothflow,Bitter - English,Carlsberg-Tetley Brewing Ltd,3.6,3.25,20,35,14,96,10,40,62,21,1,20,55,2,74,GB2,GB,f,Bitter,0,0,0,0,0,0,0
227,Arkell Best Bitter,Bitter - English,Wellington County Brewery,4.0,3.67,20,35,15,40,8,79,60,31,4,29,105,4,117,ON,CA,f,Bitter,0,0,0,0,0,0,0
228,Chester County Bitter,Bitter - English,Sly Fox Brewing Company,4.5,3.63,20,35,14,85,10,74,32,31,0,30,91,37,82,PA,US,f,Bitter,0,0,0,0,0,0,0
229,Cain'S Finest Bitter,Bitter - English,Robert Cain & Company Limited,4.0,3.55,20,35,15,59,7,68,60,17,1,22,91,3,104,GB2,GB,f,Bitter,0,0,0,0,0,0,0
230,London Homesick Ale,Bitter - English,Oasis Texas Brewing Company,4.9,3.52,20,35,14,36,10,54,33,30,2,29,78,6,63,TX,US,f,Bitter,0,0,0,0,0,0,0
231,Bitter,Bitter - English,Ridgeway Brewing,4.0,3.76,20,35,26,42,5,74,37,44,1,42,100,11,69,GB2,GB,f,Bitter,0,0,0,0,0,0,0
232,Colonel Blides Cask Ale,Bitter - English,Cricket Hill Brewing Co.,5.5,3.62,20,35,14,56,5,61,43,38,3,41,78,8,82,NJ,US,f,Bitter,0,0,0,0,0,0,0
234,T.E.A. (Traditional English Ale),Bitter - English,Hog's Back Brewery,4.2,3.44,20,35,13,36,10,53,58,43,2,41,81,7,81,GB2,GB,f,Bitter,0,0,0,0,0,0,0
235,Xb Bluebird Bitter,Bitter - English,Coniston Brewing Co. Ltd,4.4,3.63,20,35,31,51,2,64,55,73,0,66,82,6,69,GB2,GB,f,Bitter,0,0,0,0,0,0,0
236,Pitchfork Rebellious Bitter,Bitter - English,RCH Brewery,4.3,3.74,20,35,34,49,13,88,41,59,2,60,112,12,64,GB2,GB,f,Bitter,0,0,0,0,0,0,0
237,Hophead,Bitter - English,Dark Star Brewing Company Limited,3.8,3.89,20,35,25,57,8,67,15,33,0,29,85,21,23,GB2,GB,f,Bitter,0,0,0,0,0,0,0
239,Little Dog,Bitter - English,Hair Of The Dog Brewing Company / Brewery And Tasting Room,3.5,3.62,20,35,9,31,8,44,13,24,3,26,61,9,53,OR,US,f,Bitter,0,0,0,0,0,0,0
242,Camerons Strongarm,Bitter - English,Castle Eden & Camerons Brewing Company Ltd,4.0,3.74,20,35,16,49,13,60,62,22,0,16,66,12,89,GB2,GB,f,Bitter,0,0,0,0,0,0,0
243,Hsb (Horndean Special Bitter),Bitter - English,George Gale & Company Ltd,4.8,3.99,20,35,13,47,7,54,40,28,0,29,64,14,64,GB2,GB,f,Bitter,0,0,0,0,0,0,0
245,St. Patrick'S Best,Bitter - English,Strangford Lough Brewing Company Ltd,4.2,3.6,20,35,24,58,11,52,77,37,2,31,91,9,109,GB5,GB,f,Bitter,0,0,0,0,0,0,0
247,Hooky Bitter,Bitter - English,Hook Norton Brewery Co. Ltd.,3.5,3.87,20,35,23,60,9,83,71,56,0,58,117,16,113,GB2,GB,f,Bitter,0,0,0,0,0,0,0
248,West Bank Pub Ale,Bitter - English,Minneapolis Town Hall Brewery,4.8,3.85,20,35,18,44,6,86,39,59,1,70,120,14,59,MN,US,f,Bitter,0,0,0,0,0,0,0
249,Adnams Bitter,Bitter - English,"Adnams plc, Sole Bay Brewery",4.1,3.71,20,35,18,60,10,95,63,42,0,39,109,13,90,GB2,GB,f,Bitter,0,0,0,0,0,0,0
250,Deus (Brut Des Flandres),Bière de Champagne / Bière Brut,Brouwerij Bosteels,11.5,4.17,10,35,15,25,24,7,54,39,0,53,35,34,19,,BE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
251,Nelson Sauvignon (Nelson Sauvin Brut),Bière de Champagne / Bière Brut,Mikkeller ApS,9.0,4.3,10,35,37,27,10,39,86,119,2,111,47,8,22,,DK,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
252,Blanc De Blancs,Bière de Champagne / Bière Brut,Side Project Brewing,10.0,4.51,10,35,47,27,10,7,87,157,0,96,9,5,17,MO,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
253,Malheur Bière Brut (Brut Reserve),Bière de Champagne / Bière Brut,Brouwerij De Landtsheer NV,12.0,4.1,10,35,29,45,29,16,91,65,6,79,35,13,47,,BE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
254,Malheur Brut Noir (Black Chocolate),Bière de Champagne / Bière Brut,Brouwerij De Landtsheer NV,12.0,4.12,10,35,20,78,40,17,124,49,0,95,21,16,70,,BE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
255,Two Lights,Bière de Champagne / Bière Brut,Allagash Brewing Company,6.7,3.94,10,35,58,39,10,28,105,84,1,129,35,8,40,ME,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
256,Krait Prestige,Bière de Champagne / Bière Brut,Cobra Beer Partnership Limited,8.0,3.45,10,35,35,31,35,21,104,49,0,62,30,9,72,GB2,GB,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
257,Jubilee,Bière de Champagne / Bière Brut,Victory Brewing Company - Downingtown,12.0,3.88,10,35,43,55,37,27,149,93,4,140,67,49,61,PA,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
258,Eisenbahn Lust,Bière de Champagne / Bière Brut,Cervejaria Sudbrack Ltda,11.5,3.85,10,35,21,48,43,18,109,65,4,67,20,28,62,,BR,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
259,Belle,Bière de Champagne / Bière Brut,Devil's Canyon Brewing Company,6.0,3.57,10,35,22,18,8,22,58,54,1,59,26,2,45,CA,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
260,Kasteel Cru,Bière de Champagne / Bière Brut,Brasserie Licorne,5.2,2.92,10,35,35,25,7,22,65,60,3,42,42,3,36,,FR,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
261,Bobasa,Bière de Champagne / Bière Brut,Oxbow Brewing Company,6.5,4.17,10,35,5,3,0,1,12,21,0,9,0,9,9,ME,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
262,Kortrijk-Dutsel,Bière de Champagne / Bière Brut,Brouwerij Kortrijk-Dutsel,8.9,3.49,10,35,8,4,5,0,7,11,0,5,0,0,4,,BE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
263,Sparkling Rose Ale,Bière de Champagne / Bière Brut,Forbidden Root Restaurant & Brewery,10.5,3.93,10,35,3,5,2,0,12,3,0,11,11,1,3,IL,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
264,Insel Kreide,Bière de Champagne / Bière Brut,Rügener Insel Brauerei GmbH,5.5,3.74,10,35,7,11,6,8,14,20,0,23,18,7,11,,DE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
266,Buzzerkeley Barrel Project - Dry Creek Zinfandel,Bière de Champagne / Bière Brut,Calicraft Brewing Co.,8.5,4.15,10,35,6,4,0,0,8,6,0,5,2,5,1,CA,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
267,Prost Secco,Bière de Champagne / Bière Brut,Baxter Brewing Co.,5.3,3.86,10,35,9,4,4,2,21,25,2,40,1,0,12,ME,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
268,Shamps,Bière de Champagne / Bière Brut,Transient Artisan Ales,12.0,4.18,10,35,4,2,0,0,7,6,0,4,0,0,0,MI,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
269,Šamp - Pivní Sekt,Bière de Champagne / Bière Brut,Pivovarský dům,5.0,4.04,10,35,10,12,3,10,14,22,0,24,16,3,15,,CZ,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
270,Brew Secco,Bière de Champagne / Bière Brut,Handbrauerei Gerhard Forstner,10.5,4.12,10,35,4,3,2,1,9,9,0,8,3,3,8,,AT,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
272,Buzzerkeley Red Label,Bière de Champagne / Bière Brut,Calicraft Brewing Co.,7.7,3.65,10,35,8,9,4,4,31,18,0,24,3,4,9,CA,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
274,Eisenbahn Lust Prestige,Bière de Champagne / Bière Brut,Cervejaria Sudbrack Ltda,11.5,4.09,10,35,2,3,4,1,4,1,0,5,1,0,3,,BR,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
276,Brut,Bière de Champagne / Bière Brut,Brouwerij De Vlier,8.0,3.35,10,35,7,9,3,4,13,16,0,16,5,10,5,,BE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
277,Malheur Extra Brut,Bière de Champagne / Bière Brut,Brouwerij De Landtsheer NV,11.0,3.95,10,35,3,2,8,2,2,0,0,0,4,0,1,,BE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
278,Kasteel Cru Rose,Bière de Champagne / Bière Brut,Brasserie Licorne,5.0,2.7,10,35,0,1,0,0,4,1,0,7,3,0,0,,FR,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
279,Ferme Framboos,Bière de Champagne / Bière Brut,Brouwerij De Vlier,8.0,2.87,10,35,2,0,6,4,4,12,0,4,4,0,12,,BE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
280,Salut!,Bière de Champagne / Bière Brut,Old Bisbee Brewing Company,5.4,3.92,10,35,1,1,1,0,0,0,0,1,0,0,1,AZ,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
281,Wäls Brut,Bière de Champagne / Bière Brut,Cervejaria Wäls,11.0,4.16,10,35,1,2,2,3,8,12,0,14,5,0,1,,BR,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
282,Chambrew,Bière de Champagne / Bière Brut,Jaks Brewing Co.,9.7,3.75,10,35,0,0,0,0,0,0,0,0,0,0,0,CO,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
284,Drone Witch,Bière de Champagne / Bière Brut,Heirloom Rustic Ales,6.6,4.74,10,35,1,0,1,0,1,0,0,1,2,0,0,OK,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
286,Double Vienna Brut,Bière de Champagne / Bière Brut,Morada Cia Etílica,11.5,4.32,10,35,0,0,0,0,0,0,0,0,0,0,0,,BR,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
287,Bière Brut,Bière de Champagne / Bière Brut,Cloudwater Brew Co.,6.0,4.25,10,35,0,0,0,0,0,0,0,0,0,0,0,GB2,GB,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
290,Feral Brut,Bière de Champagne / Bière Brut,Firestone Walker Brewing Co.,9.0,4.2,10,35,0,0,0,0,0,0,0,0,0,0,0,CA,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
291,Brut Force,Bière de Champagne / Bière Brut,Ahnapee Brewery,13.5,3.91,10,35,0,0,0,0,0,0,0,0,0,0,0,WI,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
292,Brut La Grande,Bière de Champagne / Bière Brut,Bruz Beers,12.1,4.52,10,35,0,0,0,0,0,0,0,0,0,0,0,CO,US,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
294,Coco D'Or,Bière de Champagne / Bière Brut,SchwarzwaldGold Braumanufaktur,8.5,3.43,10,35,0,0,0,0,0,0,0,0,0,0,0,,DE,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
295,Bretted Bitter,Bière de Champagne / Bière Brut,Cloudwater Brew Co.,4.3,3.76,10,35,0,0,0,0,0,0,0,0,0,0,0,GB2,GB,f,Bière de Champagne / Bière Brut,0,0,0,0,0,0,0
300,Summer Love,Ale Blonde - American,Victory Brewing Company - Downingtown,5.2,3.72,15,25,30,19,2,61,17,41,2,48,88,3,38,PA,US,f,Ale,0,0,0,0,0,0,0
301,Sweet Action,Ale Blonde - American,Sixpoint Brewery,5.0,3.92,15,25,13,38,7,54,39,38,0,40,81,2,50,NY,US,f,Ale,0,0,0,0,0,0,0
302,Big Wave Golden Ale,Ale Blonde - American,Kona Brewing Co.,4.4,3.58,15,25,9,25,7,31,35,27,2,35,49,0,34,HI,US,f,Ale,0,0,0,0,0,0,0
303,Twilight Summer Ale,Ale Blonde - American,Deschutes Brewery,5.0,3.69,15,25,28,37,8,62,48,79,0,82,102,17,100,OR,US,f,Ale,0,0,0,0,0,0,0
304,805 Blonde Ale,Ale Blonde - American,Firestone Walker Brewing Co.,4.7,3.49,15,25,15,16,7,11,34,7,1,8,14,1,42,CA,US,f,Ale,0,0,0,0,0,0,0
305,Tire Bite Golden Ale,Ale Blonde - American,Flying Dog Brewery,5.1,3.0,15,25,28,34,8,29,31,25,1,19,49,5,54,MD,US,f,Ale,0,0,0,0,0,0,0
306,Eureka W/ Citra,Ale Blonde - American,Tree House Brewing Company,4.1,4.28,15,25,21,28,8,33,21,69,3,81,26,4,16,MA,US,f,Ale,0,0,0,0,0,0,0
307,Export Ale,Ale Blonde - American,Shipyard Brewing Company,5.1,3.33,15,25,15,41,13,34,45,39,7,35,61,4,85,ME,US,f,Ale,0,0,0,0,0,0,0
308,Or Xata,Ale Blonde - American,The Bruery,7.2,3.99,15,25,13,56,11,14,61,32,1,23,18,93,67,CA,US,f,Ale,0,0,0,0,0,0,0
309,Fireman'S #4,Ale Blonde - American,Real Ale Brewing Company,5.1,3.46,15,25,14,17,10,24,26,21,8,26,39,10,36,TX,US,f,Ale,0,0,0,0,0,0,0
311,Samurai Ale,Ale Blonde - American,Great Divide Brewing Company,5.1,3.53,15,25,36,31,6,43,47,58,3,50,71,4,107,CO,US,f,Ale,0,0,0,0,0,0,0
312,Bombshell Blonde,Ale Blonde - American,Southern Star Brewing Company,5.25,3.71,15,25,29,41,10,28,27,26,5,30,41,6,67,TX,US,f,Ale,0,0,0,0,0,0,0
313,Farmhouse Summer Ale,Ale Blonde - American,Flying Fish Brewing Company,4.6,3.51,15,25,12,17,6,28,27,35,4,33,41,14,46,NJ,US,f,Ale,0,0,0,0,0,0,0
314,Single Chair Golden Ale,Ale Blonde - American,Magic Hat Brewing Company,5.0,3.36,15,25,22,40,10,22,34,45,3,34,50,7,64,VT,US,f,Ale,0,0,0,0,0,0,0
315,Walden,Ale Blonde - American,Hill Farmstead Brewery,4.0,4.24,15,25,31,39,4,72,37,75,3,101,97,2,55,VT,US,f,Ale,0,0,0,0,0,0,0
316,Bean Flicker,Ale Blonde - American,Odd Side Ales,4.5,3.84,15,25,21,45,4,107,40,1,1,8,28,22,150,MI,US,f,Ale,0,0,0,0,0,0,0
317,Citra Blonde Summer Brew,Ale Blonde - American,Widmer Brothers Brewing Company,4.3,3.62,15,25,48,42,13,71,22,80,2,97,55,0,45,OR,US,f,Ale,0,0,0,0,0,0,0
318,True Blonde Ale,Ale Blonde - American,Ska Brewing Co.,5.3,3.36,15,25,27,38,6,31,57,42,1,42,44,7,84,CO,US,f,Ale,0,0,0,0,0,0,0
319,Baby Genius Ale,Ale Blonde - American,Bissell Brothers Brewing Co.,4.0,4.13,15,25,30,40,4,60,35,86,1,101,74,3,43,ME,US,f,Ale,0,0,0,0,0,0,0
320,Prairie Path Ale,Ale Blonde - American,Two Brothers Brewing Company,5.1,3.5,15,25,24,26,7,43,38,32,1,37,70,7,68,IL,US,f,Ale,0,0,0,0,0,0,0
321,Summer Ale,Ale Blonde - American,Blue Point Brewing Company,4.4,3.27,15,25,16,22,3,25,14,25,6,27,37,1,46,NY,US,f,Ale,0,0,0,0,0,0,0
322,Aud Blonde,Ale Blonde - American,Russian River Brewing Company,4.5,3.66,15,25,27,38,4,51,27,43,0,36,80,8,49,CA,US,f,Ale,0,0,0,0,0,0,0
323,Cross Of Gold,Ale Blonde - American,Revolution Brewing,5.0,3.77,15,25,34,35,8,58,37,45,3,52,88,6,65,IL,US,f,Ale,0,0,0,0,0,0,0
324,Gossamer Golden Ale,Ale Blonde - American,Half Acre Beer Company,4.2,3.75,15,25,23,44,9,55,41,54,5,74,97,5,67,IL,US,f,Ale,0,0,0,0,0,0,0
325,Heavy Seas - Gold Ale,Ale Blonde - American,Heavy Seas Beer,4.5,3.44,15,25,22,31,7,34,33,27,3,31,53,3,61,MD,US,f,Ale,0,0,0,0,0,0,0
326,Dallas Blonde,Ale Blonde - American,Deep Ellum Brewing Company,5.2,3.5,15,25,12,31,7,21,37,19,6,15,39,6,59,TX,US,f,Ale,0,0,0,0,0,0,0
327,Sum'R Summer Ale,Ale Blonde - American,Uinta Brewing Company,4.0,3.49,15,25,27,34,6,41,30,48,4,48,61,1,65,UT,US,f,Ale,0,0,0,0,0,0,0
328,Eureka W/ Galaxy,Ale Blonde - American,Tree House Brewing Company,4.1,4.23,15,25,19,38,6,56,73,77,0,153,70,5,29,MA,US,f,Ale,0,0,0,0,0,0,0
329,Rogue Farms Single Malt Ale,Ale Blonde - American,Rogue Ales,5.3,3.67,15,25,13,28,7,62,17,24,0,23,83,1,69,OR,US,f,Ale,0,0,0,0,0,0,0
330,Fulton Street Blend,Ale Blonde - American,Goose Island Beer Co.,5.5,3.85,15,25,11,34,8,92,28,15,0,22,35,2,124,IL,US,f,Ale,0,0,0,0,0,0,0
331,Summer Honey Ale,Ale Blonde - American,Big Sky Brewing Company,4.7,3.38,15,25,19,46,18,36,78,24,6,27,73,28,120,MT,US,f,Ale,0,0,0,0,0,0,0
332,Ballantine Xxx Ale,Ale Blonde - American,Pabst Brewing Company,4.85,3.12,15,25,18,41,4,33,27,16,2,14,64,3,51,CA,US,f,Ale,0,0,0,0,0,0,0
333,Eureka W/ Mosaic,Ale Blonde - American,Tree House Brewing Company,4.1,4.21,15,25,24,38,8,59,37,82,0,142,71,5,32,MA,US,f,Ale,0,0,0,0,0,0,0
335,Molson Export,Ale Blonde - American,Molson Coors Canada,5.0,2.94,15,25,19,31,6,33,30,25,0,18,39,2,43,ON,CA,f,Ale,0,0,0,0,0,0,0
336,Lonely Blonde,Ale Blonde - American,Fulton Beer,4.8,3.46,15,25,26,32,19,32,45,35,4,41,50,4,92,MN,US,f,Ale,0,0,0,0,0,0,0
337,Works Of Love: Earl Grey Tea,Ale Blonde - American,Hill Farmstead Brewery,3.7,4.12,15,25,37,36,6,69,30,57,3,82,136,5,26,VT,US,f,Ale,0,0,0,0,0,0,0
338,Beer For Drinking (Bfd),Ale Blonde - American,Sierra Nevada Brewing Co.,4.8,3.75,15,25,16,28,3,43,23,62,5,62,67,1,33,CA,US,f,Ale,0,0,0,0,0,0,0
339,Eureka W/ Nelson,Ale Blonde - American,Tree House Brewing Company,4.1,4.2,15,25,30,45,7,55,46,57,5,86,64,14,40,MA,US,f,Ale,0,0,0,0,0,0,0
341,Naughty Nellie,Ale Blonde - American,Pike Brewing Company,4.7,3.55,15,25,22,31,7,51,42,48,2,61,70,9,69,WA,US,f,Ale,0,0,0,0,0,0,0
342,Summer Ale,Ale Blonde - American,Long Trail Brewing Co.,5.4,3.59,15,25,32,27,13,53,28,67,2,68,63,4,43,VT,US,f,Ale,0,0,0,0,0,0,0
343,Knockout Blonde,Ale Blonde - American,Lawson's Finest Liquids,5.0,3.99,15,25,28,35,16,102,30,64,5,76,148,9,62,VT,US,f,Ale,0,0,0,0,0,0,0
344,Blonde Ale,Ale Blonde - American,Thomas Hooker Brewing Company,4.6,3.44,15,25,19,33,3,36,22,35,1,27,54,3,60,CT,US,f,Ale,0,0,0,0,0,0,0
345,Bare Ass Blonde Ale,Ale Blonde - American,DuClaw Brewing Company,5.0,3.39,15,25,25,30,6,27,32,24,3,24,39,0,66,MD,US,f,Ale,0,0,0,0,0,0,0
347,Alamo Golden Ale,Ale Blonde - American,Alamo Beer Co.,5.1,3.32,15,25,21,21,9,29,18,5,1,5,44,4,50,TX,US,f,Ale,0,0,0,0,0,0,0
348,Cougar,Ale Blonde - American,Rhinegeist Brewery,4.8,3.6,15,25,20,25,6,31,18,21,0,13,48,6,54,OH,US,f,Ale,0,0,0,0,0,0,0
350,Leffe Blonde,Ale Blonde - Belgian,Abbaye de Leffe S.A.,6.6,3.6,15,30,14,23,12,13,34,11,0,28,16,22,32,,BE,f,Ale,0,0,0,0,0,0,0
351,Affligem Blond,Ale Blonde - Belgian,Brouwerij De Smedt / Brouwerij Affligem,6.8,3.92,15,30,19,28,12,20,47,36,0,38,25,17,41,,BE,f,Ale,0,0,0,0,0,0,0
353,Devotion,Ale Blonde - Belgian,The Lost Abbey,6.0,3.89,15,30,31,33,10,74,45,49,4,72,112,38,63,CA,US,f,Ale,0,0,0,0,0,0,0
354,Grimbergen Blonde,Ale Blonde - Belgian,Brouwerij Alken-Maes,6.7,3.71,15,30,11,31,16,19,63,57,2,45,22,25,45,,BE,f,Ale,0,0,0,0,0,0,0
355,Maredsous 6 - Blonde,Ale Blonde - Belgian,Brouwerij Duvel Moortgat NV,6.0,3.86,15,30,13,38,12,24,66,41,0,54,45,16,66,,BE,f,Ale,0,0,0,0,0,0,0
357,Saxo,Ale Blonde - Belgian,Brasserie Caracole,8.0,3.93,15,30,17,37,26,24,92,76,3,96,61,24,61,,BE,f,Ale,0,0,0,0,0,0,0
